Dates,Argentina,Brazil,Chile,Colombia,Mexico,Peru,Uruguay,Angola,Egypt,Ghana,Kenya,Morocco,Nigeria,South Africa,Tunisia,Zambia,West African CFA Franc,Kazakhstan,Poland,Euro,Turkey,Ukraine,Hungary,Bahrain,Oman,Saudi,United Arab Emirates,Qatar,Iraq,Indonesia,Pakistan,Philippines,Sri Lanka,Vietnam
25.08.2000,0.9999,1.8235,546.55,2205.55,9.24,3.473,12.3705,9.49,3.495,0.67,78.43,10.748,103.6,6.9125,1.3998,3.34,724.8946,142.59,4.3825,1.1085,0.6496,5.4386,289.16,0.37701,0.385,3.7508,3.6731,3.6403,0.3124,8335,54.775,44.905,78.01,14112
01.09.2000,0.9992,1.824,564.25,2216,9.228,3.4708,12.36,9.49,3.5033,0.705,77.45,10.7835,105.25,6.945,1.4039,3.315,728.8817,142.69,4.3788,1.1115,0.6535,5.4525,290.6,0.37701,0.385,3.7507,3.673,3.6403,0.3124,8275,54.755,45.175,78.15,14120
08.09.2000,0.999,1.817,568.15,2203,9.305,3.474,12.415,9.49,3.5175,0.74,77.72,11.012,104.3,7.094,1.4425,3.32,757.1065,142.94,4.4295,1.1531,0.6624,5.4415,302.64,0.377,0.385,3.7507,3.6731,3.64,0.3124,8390,54.725,45.55,78.2,14134
15.09.2000,0.9997,1.844,564.25,2212.3,9.355,3.4745,12.3975,9.49,3.5175,0.7125,78.45,11.0775,105.85,7.201,1.4543,3.35,760.0453,142.7,4.4765,1.1705,0.6707,5.443,304.83,0.377,0.385,3.7508,3.6731,3.6401,0.3124,8745,54.75,45.6,78.68,14148
22.09.2000,0.9994,1.844,565.45,2228,9.44,3.495,12.39,12.64,3.56,0.68,78.75,10.8935,108.05,7.2291,1.4251,3.37,743.9686,142.75,4.5628,1.1408,0.6634,5.439,300.1,0.37701,0.385,3.7507,3.6731,3.6407,0.3139,8765,57.65,46.125,79.3,14180
29.09.2000,0.9994,1.844,563.75,2212.2,9.437,3.507,12.2875,12.85,3.555,0.6875,79.05,10.8815,108.7,7.235,1.4244,3.41,743.3363,142.56,4.5328,1.1329,0.6649,5.485,299.23,0.37703,0.385,3.7507,3.6731,3.6405,0.3139,8775,58.4,46.2,79.15,14214
06.10.2000,0.9992,1.855,562.05,2183.5,9.473,3.5038,12.385,13.281,3.563,0.72,79.02,10.9805,108.35,7.2975,1.4435,3.445,754.2771,142.51,4.5558,1.1515,0.6715,5.465,302.02,0.377,0.385,3.7507,3.6729,3.6408,0.3094,8790,59.45,46.3,79.15,14260
13.10.2000,0.9992,1.873,568.45,2179,9.5215,3.4895,12.385,13.18,3.665,0.685,79.35,10.993,108.35,7.4725,1.4571,3.46,763.2289,142.71,4.6865,1.1682,0.6803,5.4404,306.77,0.37701,0.385,3.7508,3.6731,3.6407,0.3094,8908,58.6,48.5,79.3,14290
20.10.2000,0.9994,1.885,570.75,2163,9.5625,3.495,12.375,13.24,3.695,0.715,79.28,11.2254,107.9,7.573,1.4818,3.605,783.1856,142.68,4.69,1.1875,0.6822,5.465,313.95,0.37701,0.385,3.7511,3.673,3.6407,0.3094,8950,55.95,48.8,79.3,14337
27.10.2000,0.9999,1.914,574.25,2168.35,9.636,3.517,12.435,13.57,3.675,0.721,79.35,11.17,110.5,7.6013,1.4795,3.6225,778.3993,142.65,4.6875,1.1915,0.6855,5.4393,311.96,0.377,0.385,3.751,3.6731,3.6407,0.3094,9130,56.5,51.15,79.3,14362
03.11.2000,0.9995,1.942,574.25,2136.5,9.6545,3.5115,12.365,13.57,3.76,0.72,79.15,11.027,110.5,7.5375,1.4625,3.7,759.5613,142.85,4.517,1.1539,0.6773,5.4373,306.14,0.37701,0.385,3.7509,3.6731,3.6407,0.3141,9135,57,51.05,79.15,14400
10.11.2000,0.9991,1.948,575.55,2130.25,9.57,3.531,12.435,13.64,3.81,0.721,79.28,11.0357,110.7,7.5994,1.4583,3.78,759.6932,142.7,4.569,1.1633,0.6817,5.4372,305.81,0.37701,0.38499,3.7512,3.6731,3.6407,0.3141,9230,56.15,50.15,79.95,14435
17.11.2000,0.9997,1.966,574.85,2125.5,9.4563,3.537,12.415,14.37,3.7888,0.729,78.45,11.1095,112.3,7.7088,1.4693,3.955,769.3158,144,4.5725,1.1795,0.6858,5.437,309.59,0.377,0.385,3.7506,3.6729,3.6409,0.3141,9480,56.85,49.85,80.55,14462
24.11.2000,0.9992,1.9585,576.6,2147.35,9.395,3.5285,12.435,14.37,3.78,0.7275,78,11.227,115.3,7.8255,1.486,4.01,781.0873,144.15,4.55,1.1933,0.692,5.4369,315.08,0.377,0.385,3.7509,3.6729,3.6405,0.3141,9420,57.35,49.075,80.95,14487
01.12.2000,0.9997,1.9745,577.25,2172.5,9.405,3.5245,12.425,14.9747,3.8388,0.7165,78.8,10.9894,116,7.6656,1.4516,4.2675,751.4257,144.1,4.47,1.1365,0.6817,5.4367,302.55,0.37698,0.38505,3.7508,3.6729,3.6403,0.3145,9520,57.8,49.575,81.05,14498
08.12.2000,0.9987,1.969,577.15,2177,9.4615,3.524,12.425,15.3101,3.7813,0.715,79.7,10.897,114.6,7.65,1.4426,4.4,738.6488,144.15,4.4035,1.1251,0.6805,5.4362,299.69,0.377,0.385,3.7509,3.6729,3.6401,0.3145,9545,56.55,50.15,81.05,14510
15.12.2000,0.9989,1.965,573.95,2177.5,9.4075,3.501,12.455,15.6613,3.8413,0.725,78.55,10.8075,107.5,7.69,1.4268,4.48,730.9122,144.25,4.33,1.1153,0.6773,5.4363,294.4,0.377,0.38505,3.7505,3.673,3.6407,0.3145,9355,58.3,50.025,82.3,14511
22.12.2000,0.9995,1.9585,573.15,2194,9.5875,3.511,12.485,16.0778,3.79,0.73,78.55,10.6485,110.35,7.5612,1.3966,4.57,710.3331,145.02,4.18,1.0832,0.6721,5.4356,286.64,0.377,0.385,3.7507,3.673,3.6407,0.3145,9288,57.9,50.1,82.15,14508
29.12.2000,0.9984,1.95,573.85,2236,9.6225,3.525,12.505,16.3659,3.79,0.7275,78.05,10.563,110,7.5788,1.3844,4.5,698.6815,144.5,4.1325,1.0608,0.6685,5.4345,282.34,0.377,0.38505,3.7505,3.673,3.6395,0.3145,9675,57.6,50,82.4,14514
05.01.2001,0.9992,1.954,573.45,2243,9.754,3.5135,12.545,16.9702,3.89,0.7185,78.7,10.4869,110.23,7.5175,1.3389,4.605,689.2839,145,4.0777,1.0449,0.6615,5.4342,278.26,0.37701,0.38505,3.7508,3.6731,3.6404,0.3125,9500,59.15,51.05,83.13,14522
12.01.2001,0.9993,1.9475,573.24,2251,9.895,3.5215,12.545,17.007,3.84,0.7175,78.6,10.485,110.7,7.825,1.355,4.65,691.3909,145.1,4.1075,1.0512,0.6667,5.4333,276.86,0.377,0.385,3.7505,3.6731,3.6401,0.3125,9600,58.9,51.6,84.95,14530
19.01.2001,0.9994,1.9575,570.25,2237.5,9.8043,3.5215,12.595,17.3538,3.86,0.7085,78.7,10.52,110.9,7.9025,1.3738,4.25,701.4834,145.09,4.09,1.0704,0.6765,5.433,282.94,0.377,0.38505,3.7507,3.6731,3.6408,0.3125,9450,58.95,49,85.08,14543
26.01.2001,0.9995,1.9735,566.05,2241.5,9.675,3.534,12.5925,17.3538,3.86,0.71,78.75,10.6937,111,7.88,1.3848,3.55,711.4889,145.08,4.144,1.0818,0.6781,5.432,287.73,0.377,0.385,3.7506,3.6731,3.64,0.3125,9450,59.125,49.75,89.65,14543
02.02.2001,1,1.987,564.25,2240.45,9.761,3.5305,12.585,18.9266,3.86,0.716,78.1,10.6165,111.05,7.7725,1.3806,3.5,702.7987,145.17,4.03,1.0679,0.6748,5.4307,283.53,0.377,0.385,3.7505,3.6731,3.6401,0.3148,9550,59.215,49,89.9,14543
09.02.2001,0.9998,1.981,559.8,2235,9.7491,3.5305,12.585,18.9572,3.865,0.71,78,10.6853,111,7.8775,1.383,3.7,709.6799,145.42,4.1075,1.082,0.6805,5.4298,286.4,0.37701,0.385,3.7505,3.6731,3.64,0.3148,9550,59.205,48.2,86.65,14553
16.02.2001,0.9999,2.0025,563.08,2240.25,9.7325,3.527,12.6025,18.3873,3.8843,0.73,78.3,10.722,113.5,7.83,1.391,3.725,716.3059,145.28,4.0825,1.0929,0.6854,5.429,289.87,0.37701,0.385,3.7504,3.6731,3.64,0.3148,9600,59.1,47.55,86.05,14556
23.02.2001,0.9993,2.0355,571.5,2256.5,9.692,3.527,12.615,20.4369,3.8843,0.725,78.35,10.7797,114.5,7.8175,1.4015,3.55,722.1811,145.31,4.1325,1.0898,1.0883,5.4289,292.5,0.377,0.385,3.7503,3.673,3.6408,0.3148,9638,59.925,48,86.05,14567
02.03.2001,0.9995,2.027,578.2,2261.75,9.6515,3.519,12.675,20.0924,3.8425,0.7325,77.95,10.6143,115.55,7.7425,1.3711,3.545,701.1835,145.3,3.9875,1.0686,0.932,5.445,284.87,0.37701,0.385,3.7505,3.6731,3.6405,0.3138,9875,59.325,48,86.05,14560
09.03.2001,0.9995,2.045,593.25,2262.5,9.6435,3.5165,12.7175,19.63,3.85,0.731,77.5,10.6475,116.58,7.735,1.379,3.425,703.93,145.6,3.9675,1.072,0.9125,5.4218,285.74,0.377,0.385,3.7505,3.673,3.64,0.3138,10155,60.225,48.05,84.35,14555
16.03.2001,1.0005,2.129,589.7,2281.75,9.6305,3.5208,12.735,19.63,3.879,0.7325,78.2,10.9106,120.65,7.93,1.4258,3.43,731.5643,145.45,4.1575,1.1138,1.007,5.419,298.69,0.37701,0.385,3.7505,3.6731,3.6405,0.3138,10300,60.45,48.675,85.6,14549
23.03.2001,0.9992,2.172,595.3,2297.65,9.6405,3.525,12.915,19.63,3.879,0.7425,77.5,10.918,122.7,7.96,1.425,3.355,734.4722,145.54,4.1225,1.1237,0.9869,5.4165,298.59,0.37701,0.385,3.7506,3.6731,3.64,0.3138,10413,60.55,49.2,85.55,14547
30.03.2001,0.9995,2.1525,595.75,2312,9.4615,3.523,12.8,19.63,3.8855,0.7435,77.8,10.9995,122,8.0125,1.4399,3.025,742.033,145.45,4.0885,1.1406,1.0425,5.4192,303.2,0.37701,0.385,3.7505,3.6731,3.6402,0.3138,10425,60.75,49.575,86.6,14544
06.04.2001,0.9995,2.1655,595.65,2315,9.4095,3.5313,12.8,18.25,3.855,0.7425,77.45,10.848,117,8.059,1.4197,3,727.7496,145.4,4.0145,1.106,1.198,5.4212,296.4,0.37701,0.3851,3.7505,3.673,3.64,0.3125,10900,61.7,50.2,87.65,14546
13.04.2001,0.9991,2.165,598.15,2315,9.315,3.5415,12.8,18.25,3.8843,0.745,77.5,10.9078,126,8.012,1.4325,3.085,734.1844,145.49,4.0005,1.1259,1.2055,5.4177,300.31,0.377,0.3851,3.7505,3.673,3.64,0.3125,10613,60.31,49.85,87.58,14555
20.04.2001,0.9992,2.235,601.35,2330,9.372,3.5715,12.92,18.25,3.8883,0.7485,77.5,10.8655,117,8.16,1.4166,3.1,727.9111,145.5,4.005,1.1084,1.2405,5.4171,295.69,0.377,0.385,3.7505,3.6731,3.64,0.3125,11775,61.15,50.3,88,14561
27.04.2001,0.9993,2.203,600.45,2343.5,9.27,3.5903,12.97,18.25,3.8883,0.7525,77.7,11.5055,119.75,7.975,1.4262,3.1425,734.9248,145.55,3.963,1.1213,1.1376,5.4166,299.48,0.37701,0.385,3.7505,3.6731,3.64,0.3125,11875,61.21,50.9,89.55,14566
04.05.2001,0.9992,2.202,601.8,2355,9.2681,3.5963,13.015,18.4,3.8883,0.74,77.95,11.4525,120,8.03,1.4236,3.175,732.8721,146.03,3.9355,1.1204,1.139,5.4158,291.87,0.377,0.385,3.7504,3.6731,3.64,0.3151,10950,61.35,50.45,90.45,14570
11.05.2001,0.9991,2.289,603.95,2367.5,9.223,3.5954,13.05,18.4,3.8883,0.755,78.38,11.6406,113.9,7.97,1.4538,3.25,748.724,146.34,3.9965,1.1425,1.1525,5.4143,293.8,0.377,0.385,3.7504,3.6731,3.64,0.3151,11278,61.295,50.25,89.79,14588
18.05.2001,0.9995,2.303,606.75,2324,9.025,3.6005,13.08,18.405,3.8883,0.746,78.9,11.624,113.9,7.9173,1.4514,3.3575,748.041,146.2,3.9811,1.1346,1.1118,5.4123,294.26,0.37701,0.385,3.7504,3.6731,3.64,0.3151,11375,61.65,50.35,90.45,14606
25.05.2001,0.9995,2.3225,606.25,2304,9.083,3.5898,13.0775,18.405,3.8883,0.765,79.15,11.8554,114,7.905,1.4856,3.3975,765.5896,146.11,4.02,1.1613,1.1091,5.4123,296.89,0.377,0.385,3.7505,3.673,3.64,0.3151,11425,62.45,50.425,90.78,14630
01.06.2001,0.9999,2.3815,609.75,2310,9.163,3.6225,13.11,18.1939,3.86,0.75,77.9,11.937,113.5,8.0375,1.5046,3.5225,774.9508,146.51,3.9876,1.1799,1.1521,5.41,300.06,0.37701,0.38497,3.7504,3.6731,3.64,0.3135,11450,63.81,50.75,91.12,14675
08.06.2001,0.9999,2.361,608.25,2305.5,9.0445,3.513,13.12,18.1939,3.8875,0.745,78.7,11.9313,112.6,8.063,1.4976,3.51,769.0001,146.41,3.9826,1.1758,1.16,5.406,294.72,0.37701,0.385,3.7504,3.673,3.64,0.3135,11213,62.65,50.95,89.73,14736
15.06.2001,0.9996,2.4115,614.75,2306.5,9.028,3.5155,13.12,18.1939,3.8743,0.715,78.83,11.7768,112.85,7.9975,1.4829,3.7,760.7946,146.5,3.9401,1.1614,1.185,5.392,284.92,0.377,0.38508,3.7503,3.673,3.6409,0.3135,11260,63.15,51.35,90.2,14776
22.06.2001,0.9995,2.302,623.95,2296.5,9.07,3.522,13.55,18.1939,3.8843,0.73,78.78,11.8426,112.75,8.04,1.4964,3.74,767.7401,146.45,3.9634,1.166,1.275,5.39,284.95,0.377,0.385,3.7504,3.673,3.641,0.3135,11355,63.4,52.2,90.35,14821
29.06.2001,0.9999,2.3105,631.8,2297.25,9.041,3.5075,13.64,18.1939,3.8843,0.7263,79.28,11.9517,112.55,8.045,1.5042,3.71,774.8593,146.79,4.0058,1.1779,1.255,5.382,287.58,0.377,0.385,3.7504,3.673,3.6398,0.3135,11390,63.85,52.425,90.72,14846
06.07.2001,0.9996,2.4545,642.3,2302.75,9.141,3.5148,13.77,20.0624,3.898,0.73,78.8,11.9516,113,8.235,1.5037,3.78,776.7402,146.7,4.2155,1.1798,1.3355,5.382,295.12,0.377,0.385,3.7504,3.673,3.6398,0.3142,11335,64.1,52.8,90.13,14863
13.07.2001,1,2.5785,668.45,2304,9.355,3.5045,13.8,20.0624,3.9468,0.745,79.3,11.8857,116,8.2678,1.4916,3.705,764.0001,146.7,4.253,1.17,1.333,5.3724,299.43,0.37701,0.38499,3.7504,3.6731,3.6407,0.3142,11330,64.05,53.1,90.13,14892
20.07.2001,0.9988,2.4485,662.8,2304.05,9.1405,3.494,13.505,20.0624,3.9485,0.7117,78.91,11.7098,111.8,8.2615,1.4578,3.69,743.0001,146.7,4.2293,1.148,1.3315,5.37,285.81,0.377,0.38498,3.7504,3.6731,3.6407,0.3142,11145,63.55,53.3,90.15,14911
27.07.2001,0.998,2.4575,665.35,2303,9.166,3.489,13.45,20.0624,3.9485,0.7135,79.03,11.649,112.2,8.24,1.4668,3.685,750.3701,146.7,4.2175,1.1397,1.3251,5.3571,281.38,0.37701,0.3848,3.7505,3.673,3.6408,0.3142,10050,63.8,53.45,89.9,14935
03.08.2001,1,2.5015,673.05,2295,9.1635,3.503,13.4675,19.9589,3.9485,0.73,79,11.587,112.2,8.265,1.4659,3.575,740.0001,146.8,4.23,1.1307,1.3461,5.3531,279.67,0.377,0.38498,3.7505,3.673,3.6408,0.3092,9520,64.05,53.4,89.78,14955
10.08.2001,1,2.4625,681.55,2287.25,9.085,3.491,13.32,19.9589,3.9485,0.7175,78.93,11.4835,112.2,8.229,1.4484,3.575,735.0051,147.05,4.1922,1.1193,1.394,5.3501,276.19,0.377,0.3849,3.7505,3.6731,3.6408,0.3092,9110,64.05,51.85,89.83,15022
17.08.2001,1,2.519,680.15,2284.55,9.135,3.4925,13.32,19.9589,4.2119,0.7325,78.95,11.2583,112.26,8.3075,1.4216,3.66,715.1001,147.1,4.295,1.0891,1.4311,5.348,279,0.377,0.38499,3.7505,3.673,3.6408,0.3092,8750,64.1,51.125,89.83,15041
24.08.2001,0.9995,2.547,662.65,2281.5,9.1005,3.4903,13.36,19.9589,4.21,0.717,78.83,11.3105,112.26,8.3725,1.426,3.53,716.0001,147.15,4.2265,1.0939,1.4576,5.3399,277.18,0.37701,0.38499,3.7504,3.6731,3.6408,0.3092,8695,63.95,51.05,89.8,14984
31.08.2001,1,2.5635,664.75,2302,9.204,3.4795,13.37,21.7049,4.2623,0.715,78.93,11.3555,112.26,8.439,1.4323,3.63,717.0001,147.15,4.23,1.0961,1.3676,5.3404,277.95,0.37701,0.38498,3.7504,3.6731,3.6405,0.3092,8863,63.95,51,89.88,15018
07.09.2001,0.9995,2.5643,667.05,2320,9.352,3.4825,13.5,21.7049,4.2623,0.7175,79.08,11.3715,112.16,8.465,1.4411,3.665,721.0001,147.25,4.2255,1.1019,1.4135,5.3393,279.04,0.377,0.38508,3.7504,3.673,3.6405,0.3115,9125,63.8,51.15,90.15,15002
14.09.2001,1,2.67,690.7,2342.25,9.515,3.504,13.42,23.2788,4.2735,0.718,78.9,11.3109,116.5,8.6175,1.4385,3.67,728.1001,147.5,4.2345,1.0861,1.4876,5.3421,277.34,0.377,0.38508,3.7504,3.673,3.6406,0.3115,9115,63.9,51.27,90.15,15000
21.09.2001,1,2.8325,694.5,2340.5,9.45,3.5005,13.76,23.4721,4.24,0.729,78.95,11.3144,115.5,8.755,1.434,3.8075,707.5401,147.7,4.1767,1.093,1.5451,5.3405,285.37,0.37701,0.385,3.7506,3.673,3.6406,0.3115,9415,64.25,51.25,90.15,14994
28.09.2001,1,2.67,693.22,2334.6,9.514,3.4805,13.65,23.7326,4.256,0.729,79.11,11.3285,115.5,9.0265,1.4319,3.7625,712.6901,147.7,4.2235,1.0972,1.5351,5.3314,282.48,0.377,0.3849,3.7503,3.6731,3.641,0.3115,9715,64,51.385,90.05,14999
05.10.2001,1,2.777,709.15,2329,9.56,3.476,14.085,23.9848,4.2623,0.728,78.88,11.2495,112.66,9.21,1.4227,3.79,718.2301,147.75,4.156,1.089,1.6001,5.3263,281.1,0.37701,0.38498,3.7508,3.673,3.641,0.3112,9865,62.525,51.525,90.28,15014
12.10.2001,1,2.785,713.5,2313.5,9.328,3.4628,13.9625,24.6474,4.2623,0.735,78.98,11.3358,112.66,9.1089,1.4396,3.8325,727.3101,147.9,4.1405,1.0971,1.5961,5.3134,280.38,0.377,0.38497,3.7505,3.673,3.641,0.3112,9970,62.075,51.8,90.36,15024
19.10.2001,0.9996,2.7335,714.75,2317.05,9.2115,3.45,13.9125,24.8704,4.256,0.7325,78.75,11.4275,112.66,9.2809,1.4473,3.795,726.5401,148.04,4.121,1.1121,1.6493,5.293,282.73,0.37701,0.38499,3.7504,3.6731,3.6409,0.3112,10090,62.05,51.775,91.15,15027
26.10.2001,1,2.725,715.3,2314.75,9.24,3.451,13.93,25.0893,4.2635,0.7335,78.94,11.4956,114.5,9.3656,1.456,3.81,731.9301,148,4.094,1.1198,1.6055,5.2951,283.34,0.377,0.38499,3.7508,3.6731,3.641,0.3112,10265,61.742,52.05,91.6,15026
02.11.2001,1,2.673,713.95,2310.5,9.276,3.4395,14.065,26.2336,4.25,0.72,78.9,11.379,112.16,9.515,1.4413,3.835,719.0001,148.1,4.1165,1.1078,1.57,5.2937,282.51,0.377,0.38508,3.7508,3.6731,3.6411,0.3144,10675,61.3,51.95,91.95,15034
09.11.2001,1,2.535,699.45,2303,9.245,3.4463,14.04,26.2336,4.2648,0.7275,79.07,11.4728,114.7,9.625,1.4475,3.835,735.1301,148.3,4.0788,1.1187,1.5681,5.2958,280.7,0.377,0.3849,3.7505,3.673,3.641,0.3144,10410,61,51.905,92.15,15045
16.11.2001,1,2.5265,678.25,2312,9.202,3.44,14.0225,26.6269,4.2623,0.7225,78.93,11.5595,117,9.5659,1.4598,4.27,744.4801,148.45,4.1075,1.1308,1.5103,5.2885,285.09,0.377,0.3849,3.75,3.6731,3.641,0.3144,10625,61.15,51.95,92.35,15053
23.11.2001,1,2.502,676.15,2313.75,9.168,3.437,13.98,26.6269,4.2635,0.725,79.1,11.62,119.4,9.955,1.4778,4.225,748.2971,148.55,4.1205,1.139,1.501,5.2803,287.28,0.377,0.385,3.7503,3.6731,3.641,0.3144,10500,60.85,52.025,93,15057
30.11.2001,1,2.4985,686.15,2298.5,9.224,3.4325,13.82,27.5454,4.2645,0.7275,79.02,11.4646,120.5,10.2555,1.4508,3.9,739.8601,148.55,4.0625,1.1156,1.4795,5.2831,280.75,0.377,0.38499,3.7504,3.673,3.641,0.3144,10465,60.8,51.95,93.15,15063
07.12.2001,1,2.39,673.15,2310,9.1935,3.432,13.87,27.5454,4.2635,0.723,78.85,11.504,119.7,10.875,1.4577,3.92,736.0401,148.75,4.081,1.1233,1.455,5.2975,280.42,0.37701,0.385,3.7503,3.6731,3.641,0.3145,10365,60.55,51.95,93.15,15066
14.12.2001,1,2.376,670.95,2313.25,9.107,3.4315,13.9,29.996,4.2698,0.7275,78.45,11.4435,122.5,12.205,1.4448,4.06,730.8301,149.5,4.0055,1.1063,1.4503,5.2954,272.84,0.37701,0.38508,3.7501,3.673,3.6408,0.3145,10195,60.75,52.05,93,15061
21.12.2001,1,2.3425,664.65,2298.5,9.13,3.4415,13.87,30.7638,4.535,0.725,78.45,11.5075,120.1,12.075,1.4619,4,731.0001,149.9,3.9885,1.1246,1.4851,5.2949,277.39,0.377,0.38508,3.7504,3.673,3.641,0.3145,10160,60.75,50.85,93,15071
28.12.2001,1,2.3115,661.25,2277.5,9.18,3.4415,13.95,31.263,4.54,0.7375,78.6,11.6045,113.5,11.975,1.4689,4.0375,745.5001,150.2,3.9785,1.1293,1.4485,5.2982,277.05,0.37701,0.38496,3.7504,3.6731,3.641,0.3145,10475,60.8,51.55,93,15081
04.01.2002,1,2.331,652.65,2302,9.1665,3.442,14.75,31.5682,4.58,0.735,78.81,11.4467,117.25,12.1483,1.4538,3.99,752.5001,150.67,3.9005,1.1174,1.4175,5.2985,271.76,0.377,0.385,3.7503,3.673,3.641,0.3113,10415,60.1,51.7,93,15088
11.01.2002,1.4,2.4015,676.6,2296.8,9.202,3.478,14.15,31.5684,4.575,0.74,78.6,11.4931,115.75,11.33,1.4591,4.2,734.3501,151,4.0455,1.1206,1.3825,5.3114,275.03,0.37699,0.38497,3.7503,3.673,3.6405,0.3113,10430,60,51.3,93.45,15098
18.01.2002,1.4,2.365,671.65,2267.5,9.1225,3.4578,14.1,31.5684,4.59,0.74,78.48,11.586,115,11.425,1.4701,4.3,745.5001,151.2,4.1565,1.1302,1.354,5.3194,274.31,0.37698,0.38498,3.7502,3.673,3.6396,0.3113,10390,60.05,51.35,93.3,15116
25.01.2002,1.4,2.407,671.2,2255,9.1447,3.4633,14.55,31.5684,4.6275,0.745,78.48,11.7602,114.3,11.375,1.4898,4.35,746.8901,151.3,4.1485,1.1561,1.3402,5.3206,280.92,0.377,0.385,3.7502,3.6731,3.641,0.3113,10435,60.1,51.325,93.45,15118
01.02.2002,2.025,2.42,678.9,2270.4,9.1595,3.478,14.32,31.5684,4.6275,0.7405,78.64,11.8161,114.5,11.645,1.4975,4.25,761.9501,151.3,4.2,1.1604,1.3105,5.321,281.86,0.377,0.385,3.7503,3.6731,3.6403,0.3132,10330,60.1,51.3,93.45,15124
08.02.2002,2.025,2.4555,685.25,2278.5,9.072,3.49,14.55,31.5684,4.6325,0.755,78.3,11.7002,115.55,11.405,1.4826,4.39,754.4501,151.6,4.1985,1.1465,1.3901,5.3206,278.31,0.377,0.38498,3.7502,3.673,3.641,0.3132,10250,60.15,51.2,93.45,15125
15.02.2002,1.9,2.427,677.15,2288,9.0595,3.469,14.44,31.5684,4.6125,0.752,78.1,11.678,120.5,11.415,1.4808,4.395,751.4701,151.75,4.1745,1.145,1.3551,5.3206,275.72,0.377,0.38501,3.7502,3.6731,3.6405,0.3132,10245,60.05,51.25,93.45,15127
22.02.2002,2.025,2.4215,675.45,2313.5,9.095,3.478,15.13,31.5684,4.6325,0.755,78.25,11.675,119.65,11.3965,1.4777,4.4,748.8801,151.9,4.1688,1.1422,1.3855,5.3216,278.25,0.37701,0.385,3.7504,3.6731,3.6409,0.3132,10210,60.05,51.375,93.55,15132
01.03.2002,2.065,2.3445,668.25,2302,9.0864,3.47,14.8,34.7951,4.6125,0.745,78.1,11.7563,117.3,11.275,1.4944,4.3,756.2901,151.9,4.2125,1.1554,1.391,5.3215,283.71,0.377,0.385,3.7503,3.673,3.6411,0.3187,10100,60.05,51.1,93.75,15138
08.03.2002,2.24,2.3515,660.15,2280,9.0743,3.4528,14.95,34.7951,4.6325,0.737,78,11.6439,117.85,11.67,1.4816,4.61,741.7851,152.05,4.1565,1.143,1.3651,5.323,280.92,0.377,0.38482,3.7502,3.673,3.6409,0.3187,10015,60.05,50.98,94.35,15149
15.03.2002,2.3,2.3465,659.1,2287.5,9.0795,3.454,15.1,34.7951,4.6325,0.765,78.05,11.5899,117.25,11.8675,1.4786,4.57,743.0051,152.1,4.1115,1.1328,1.3515,5.3219,278.51,0.377,0.38501,3.7502,3.673,3.641,0.3187,9995,60.05,50.95,94.8,15158
22.03.2002,2.97,2.3615,668.45,2268.5,9.048,3.4548,14.8,34.7951,4.6325,0.74,78.13,11.6215,114.45,11.465,1.4894,4.36,748.0101,152.15,4.1065,1.1391,1.3465,5.3224,278.45,0.37701,0.385,3.7502,3.6731,3.6409,0.3187,9825,60.05,51.1,95.35,15170
29.03.2002,2.935,2.325,656.5,2273,9.035,3.4435,15.4,34.7951,4.6325,0.7675,78.08,11.692,117.25,11.33,1.4986,4.47,753.0801,152.2,4.113,1.1472,1.3491,5.3223,279.31,0.37701,0.38499,3.7502,3.673,3.641,0.3187,9825,60.05,51,95.6,15186
05.04.2002,2.7,2.277,647.15,2261,9.0065,3.445,15.8,35.5489,4.6325,0.7753,78.2,11.6273,116.25,11.055,1.4921,4.3,745.8801,152.3,4.0838,1.1386,1.3101,5.3276,276.7,0.377,0.38498,3.7502,3.6729,3.641,0.3109,9550,60.05,51.1,95.95,15206
12.04.2002,2.825,2.294,642.65,2265.95,9.1525,3.4383,16.2,35.5489,4.6125,0.7588,78.35,11.6057,114.45,11.2125,1.492,4.05,746.0501,152.5,4.07,1.1371,1.3061,5.3283,274.09,0.37701,0.38502,3.7503,3.673,3.6408,0.3109,9550,60.05,51.01,95.7,15217
19.04.2002,3.12,2.3305,647.85,2261.1,9.2725,3.427,16.8,35.5489,4.64,0.7625,78.2,11.4931,114.45,11.095,1.4831,4.07,735.6701,152.55,4.0275,1.1203,1.3055,5.3282,270.66,0.377,0.38502,3.7503,3.673,3.641,0.3109,9352,60.05,50.86,96,15220
26.04.2002,3.12,2.3715,651.15,2273.55,9.325,3.4365,16.9251,37.4495,4.6325,0.796,78.3,11.3988,114.45,10.593,1.4683,4.05,727.6701,152.7,3.9965,1.1088,1.355,5.3274,269,0.377,0.385,3.7502,3.673,3.641,0.3109,9305,60.025,50.895,96.05,15223
03.05.2002,3.17,2.407,653.15,2289.75,9.4455,3.4343,16.78,37.0331,4.6325,0.777,78.3,11.2515,114.45,10.4275,1.4525,4.02,715.4851,152.84,3.983,1.0902,1.37,5.3258,266.79,0.377,0.38502,3.7503,3.6731,3.6411,0.3097,9310,59.9,50.115,96.1,15224
